,Name,Ratings,Price
56,Asus EeeBook Celeron Dual Core - (2 GB/32 GB EMMC Storage/Windows 10 Home) E203NA-FD026T Laptop,3.8,"₹13,990"
57,HP 15 Core i3 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-BS661TX Laptop,4.3,"₹39,490"
58,HP 15 Core i3 6th Gen - (4 GB/1 TB HDD/DOS) 15q-BU020TU Laptop,3.6,"₹26,490"
59,Dell Inspiron 15 3000 Series Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3567 Laptop,3.8,"₹39,990"
60,Micromax Atom Quad Core - (2 GB/32 GB EMMC Storage/Windows 10 Home) Canvas L1160 Laptop,3.9,"₹11,100"
61,Acer E1 APU Dual Core E1 7th Gen - (4 GB/1 TB HDD/Linux) ASpire Laptop,4.0,"₹18,990"
62,HP 15 APU Dual Core A9 - (4 GB/1 TB HDD/DOS) 15-bw094AU Laptop,4.0,"₹24,990"
63,HP 15 APU Dual Core A6 - (4 GB/1 TB HDD/DOS) 15q-BY004AU Laptop,3.7,"₹22,990"
64,HP 15 Core i3 6th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) 15-BS658TX Laptop,4.0,"₹34,990"
65,Acer Swift 3 Ryzen 5 Quad Core - (8 GB/1 TB HDD/Linux) SF315-41 Laptop,4.3,"₹48,490"
66,RDP ThinBook Atom Quad Core 8th Gen - (2 GB/500 GB HDD/Windows 10) 1130-ECW Laptop,4.2,"₹13,999"
67,HP G APU Quad Core A6 - (4 GB/500 GB HDD/DOS) 245 G5 Laptop,4.0,"₹19,129"
68,HP 15 Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-BS636TU Laptop,3.7,"₹32,890"
69,Acer Aspire E15 APU Quad Core A10 - (4 GB/1 TB HDD/Windows 10 Home) E5-553 / E5-553G Laptop,4.8,"₹27,990"
70,Dell Inspiron Core i3 6th Gen - (4 GB/1 TB HDD/Ubuntu) 5567 Notebook,4.3,"₹30,990"
71,HP Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-AU620TX Laptop,4.2,"₹56,490"
72,Asus Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) X541UA-DM1295T Laptop,4.0,"₹26,450"
73,Dell 3000 Core i3 6th Gen - (4 GB/1 TB HDD/Ubuntu) 3568 Laptop,4.2,"₹28,349"
74,MSI P Series Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/DOS/4 GB Graphics) PE62 7RE-2024XIN Gaming La...,4.6,"₹73,990"
75,HP Core i3 6th Gen - (4 GB/1 TB HDD/DOS) 15-BE012TU Laptop,4.2,"₹28,263"
76,iBall CompBook Atom - (2 GB/32 GB HDD/32 GB SSD/Windows 10) Excelance-OHD Laptop,5.0,"₹10,349"
77,Microsoft Surface Pro 4 Core m3 6th Gen - (4 GB/128 GB SSD/Windows 10 Home) 1724 2 in 1 Laptop,3.8,"₹47,990"
78,HP 15 Core i5 8th Gen - (8 GB/2 TB HDD/DOS/2 GB Graphics) BS180TX Laptop,4.0,"₹45,990"
79,HP Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 13-U132TU x360 2 in 1 Laptop,3.9,"₹52,990"
80,Asus X Series Core i3 7th Gen - (4 GB/1 TB HDD/DOS) X541UA-DM1358D Laptop,4.1,"₹28,490"
81,Lenovo Ideapad Core i3 6th Gen - (4 GB/2 TB HDD/Windows 10 Home) IP 320 Notebook,3.4,"₹31,990"
82,LG Gram Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14Z970 Thin and Light Laptop,4.8,"₹66,995"
83,Dell Vostro Celeron Dual Core 6th Gen - (4 GB/500 GB HDD/DOS) 3568 Laptop,4.2,"₹21,390"
84,HP 15 APU Dual Core A9 - (4 GB/500 GB HDD/Windows 10 Home) 15-BW523AU Laptop,3.8,"₹24,490"
85,Lenovo Ideapad Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home) 520S-14IKB U Laptop,4.0,"₹52,990"
86,Microsoft Surface Pro Core i5 7th Gen - (4 GB/128 GB SSD/Windows 10 Pro) 1796 2 in 1 Laptop,4.8,"₹67,999"
87,Apple Macbook Pro Core i7 - (16 GB/512 GB SSD/Mac OS Sierra/2 GB Graphics) MLH42HN/A,3.3,"₹179,949"
88,Reach Atom Quad Core 5th Gen - (2 GB/32 GB EMMC Storage/DOS) RCN-021 Laptop,3.3,"₹8,999"
89,Acer Aspire 3 Core i3 6th Gen - (4 GB/500 GB HDD/Linux) A315-51 Notebook,4.2,"₹24,990"
90,Acer Predator Helios 300 Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) G3...,4.5,"₹79,990"
91,HP Pentium Quad Core 4th Gen - (4 GB/500 GB HDD/Windows 10 Home) 15-AC647TU Laptop,4.0,"₹23,990"
92,HP Notebook Pentium Dual Core - (4 GB/1 TB HDD/DOS) 15q-BU005TU Laptop,4.3,"₹21,985"
93,HP Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14-ar005TU Laptop,4.0,"₹31,897"
94,Lenovo Ideapad Core i5 7th Gen - (8 GB/2 TB HDD/Windows 10 Home/2 GB Graphics) IP 320E-15IKB Laptop,4.3,"₹47,980"
95,Dell Inspiron 5000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 5567 Laptop,4.1,"₹57,999"
96,Acer Aspire 3 Pentium Quad Core - (4 GB/500 GB HDD/Windows 10) A315-31 Notebook,3.6,"₹21,990"
97,Apple MacBook Air Core i5 5th Gen - (8 GB/256 GB SSD/Mac OS Sierra) MQD42HN/A,4.7,"₹73,470"
98,Asus K555LB Core i5 5th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) K555LB-DM109T Laptop,4.2,"₹47,500"
99,Fujitsu A series Core i3 5th Gen - (4 GB/1 TB HDD/DOS) Lifebook Laptop,4.1,"₹26,500"
100,Asus E203NAH-FD057T Celeron Dual Core 7th Gen - (4 GB/500 GB HDD/Windows 10 Home) E203NAH-FD057T Lapto...,4.0,"₹21,785"
101,Apple Macbook Pro Core i7 - (16 GB/256 GB SSD/Mac OS Sierra/2 GB Graphics) MLW72HN/A,4.1,"₹154,840"
102,Apple Macbook Pro Core i7 - (16 GB/256 GB SSD/Mac OS Sierra/2 GB Graphics) MLH32HN/A,3.7,"₹153,498"
103,Asus Celeron Celeron Dual Core - (2 GB/500 GB HDD/DOS) E202SA-FD111D Notebook,3.5,"₹19,999"
104,HP 15 Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15q-bu014TU Laptop,4.2,"₹40,799"
105,Apple MacBook Air Core i5 5th gen - (8 GB/256 GB SSD/OS X El Capitan) MMGG2HN/A,4.4,"₹72,000"
106,Apple Macbook Pro Core i5 - (8 GB/512 GB SSD/Mac OS Sierra) MNQF2HN/A,4.3,"₹135,900"
107,Dell Inspiron 13 7000 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 7373 2 in 1 Laptop,4.0,"₹94,750"
108,Apple MacBook Pro Core i7 5th Gen - (16 GB/256 GB SSD/OS X El Capitan) MJLQ2HN/A,4.1,"₹141,480"
109,Dell Inspiron 13 7000 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 7373 2 in 1 Laptop,5.0,"₹74,990"
110,Dell Inspiron 5000 Core i5 7th Gen - (8 GB/2 TB HDD/Windows 10 Home/2 GB Graphics) 5567 Laptop,4.0,"₹60,890"
111,Asus Vivobook Series Core i5 7th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) R542UQ-DM153 Laptop,4.2,"₹41,790"
112,Apple Macbook Pro Core i7 - (16 GB/512 GB SSD/Mac OS Sierra/2 GB Graphics) MLW82HN/A,3.3,"₹226,000"
113,Acer Aspire Core i5 7th Gen - (4 GB/1 TB HDD/Linux/2 GB Graphics) E5-575G Laptop,4.4,"₹43,200"
114,HP Imprint APU Dual Core E2 - (4 GB/1 TB HDD/DOS) 15-BW098AU Laptop,3.2,"₹19,699"
115,Iball C Series Atom - (2 GB/32 GB EMMC Storage/Windows 10) Compbook Laptop,4.0,"₹10,600"
116,Dell Core i5 6th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5559 Laptop,4.0,"₹59,990"
117,Apple Macbook Pro Core i5 - (8 GB/256 GB SSD/Mac OS Sierra) MLVP2HN/A,3.8,"₹126,499"
118,Iball Compbook Celeron Dual Core 7th Gen - (3 GB/32 GB EMMC Storage/Windows 10) Marvel 6 Laptop,4.0,"₹14,999"
119,Apple Macbook Pro Core i5 - (4 GB/500 GB HDD/OS X Mavericks) A1278,4.4,"₹89,800"
120,Acer Predator Helios 300 Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) G3...,4.6,"₹89,990"
121,Alienware Core i7 6th Gen - (16 GB/1 TB HDD/Windows 10 Home/8 GB Graphics) 17 Gaming Laptop,4.4,"₹179,990"
122,RDP ThinBook Atom Quad Core 8th Gen - (2 GB/32 GB EMMC Storage/Windows 10) 1430-EC1 Laptop,4.5,"₹12,999"
123,Dell XPS 12 Ultrabook (3rd Gen Ci7/ 8GB/ 256GB SSD/ Win8/ Touch),4.0,"₹84,000"
124,Microsoft Core M 6th Gen - (4 GB/128 GB SSD/Windows 10 Pro) Pro 4 2 in 1 Laptop,4.1,"₹53,000"
125,MSI GT72 2QD Dominator Laptop (4th Gen Ci7/ 8GB/ 1TB/ Win8.1),4.2,"₹165,000"
126,MSI Dominator Pro Core i7 4th Gen - (8 GB/1 TB HDD/Windows 8 Pro/8 GB Graphics) GT72 2QE Gaming Laptop,4.2,"₹205,000"
127,Lenovo Core i5 7th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) IP 520 Laptop,4.3,"₹62,900"
128,RDP ThinBook Atom Quad Core 7th Gen - (2 GB/32 GB HDD/Windows 10 Pro) 1430P Business Laptop,4.0,"₹13,999"
129,Dell Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 5559 Laptop,4.0,"₹35,890"
130,Micromax Lapbook Atom Quad Core 4th - (2 GB/32 GB EMMC Storage/Windows 10) L1161 Laptop,3.9,"₹9,350"
131,RDP ThinBook Atom Quad Core 7th Gen - (2 GB/32 GB EMMC Storage/Windows 10) 1110 2 in 1 Laptop,3.6,"₹13,999"
132,Micromax Atom Quad Core - (2 GB/32 GB EMMC Storage/Windows 10 Home) Canvas Lapbook Laptop,3.7,"₹8,990"
133,HP 15 Core i5 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-AY009TX Laptop,4.1,"₹46,980"
134,Micromax Canvas Wi-Fi Atom Quad Core - (2 GB/32 GB EMMC Storage/Windows 10 Home) LT666W 2 in 1 Laptop,3.5,"₹12,490"
135,Iball Atom Quad Core - (2 GB/32 GB EMMC Storage/Windows 10 Home) CompBook Excelance Laptop,3.8,"₹10,699"
136,Lenovo Ideapad 320 APU Dual Core E2 8th Gen - (4 GB/1 TB HDD/Windows 10 Home/512 MB Graphics) 80XV00X8...,4.5,"₹22,750"
137,RDP ThinBook Atom Quad Core 8th Gen - (2 GB/32 GB EMMC Storage/Windows 10) 1130-EC1 Laptop,3.1,"₹10,599"
138,HP Pentium Quad Core - (4 GB/1 TB HDD/DOS) 15-BE010TU Laptop,4.1,"₹23,370"
139,Reach Atom Quad Core 5th Gen - (2 GB/32 GB EMMC Storage/DOS) RCN-021w Laptop,3.4,"₹8,999"
140,Reach Celeron Dual Core 5th Gen - (4 GB/500 GB HDD/DOS) RCN-025 Laptop,3.4,"₹15,499"
141,Micromax Ignite Pentium Quad Core 4th Gen - (4 GB/1 TB HDD/Windows 10 Home) LPQ61 Laptop,3.6,"₹20,000"
142,HP Core i3 5th Gen - (4 GB/1 TB HDD/DOS) 15-AC122TU Laptop,4.1,"₹28,490"
143,Smartron Core M 5th Gen - (4 GB/128 GB SSD/Windows 10 Home) T1211 2 in 1 Laptop,3.9,"₹42,990"
144,HP APU Quad Core A8 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-bg002AU Laptop,4.0,"₹27,700"
145,Apple MacBook Pro Core i5 7th Gen - (8 GB/128 GB SSD/Mac OS Sierra) MPXQ2HN/A,4.7,"₹98,499"
146,Asus FX553 Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) FX553VD-DM013T Gaming Lapto...,4.4,"₹74,990"
147,HP 15 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15q-BU012TX Laptop,4.0,"₹46,990"
148,Dell Inspiron 7000 Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 7560 Lap...,4.4,"₹74,990"
149,Acer Aspire 5 Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) A515-51G Laptop,4.0,"₹42,999"
150,HP Pavilion Power Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 15-cb052T...,5.0,"₹95,257"
151,HP Envy Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-ad126TU Thin and Light Laptop,3.9,"₹74,990"
152,Lenovo Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) IP 520 Laptop,4.3,"₹69,890"
153,Lenovo 310 Core i5 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) IP 310 Laptop,4.2,"₹49,490"
154,Asus Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) X541UA-DM1233T Laptop,3.7,"₹34,699"
155,HP Envy Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-ad127TU Thin and Light Laptop,4.3,"₹79,990"
156,HP x360 Core i5 7th Gen - (8 GB/1 TB HDD/8 GB SSD/Windows 10 Home/2 GB Graphics) 14-ba073TX 2 in 1 Lap...,4.2,"₹72,990"
157,Dell Inspiron 7000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 7560 Laptop,4.3,"₹70,716"
158,HP Imprint Core i5 7th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) 15q-BU011TX Laptop,4.1,"₹42,990"
159,Acer Aspire VX Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) VX 15 Gaming...,4.5,"₹87,999"
160,Dell Inspiron Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 7567 Gaming Laptop,4.5,"₹74,990"
161,HP 15 APU Dual Core A9 - (4 GB/1 TB HDD/DOS/2 GB Graphics) 15-bw088AX Laptop,3.8,"₹27,990"
162,Lenovo Legion Core i7 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) Y520 Gaming ...,4.3,"₹104,990"
163,HP 15 Core i3 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-BS580TX Laptop,4.0,"₹38,990"
164,Lenovo Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home) Yoga 520 2 in 1 Laptop,4.2,"₹61,990"
165,Acer Spin 5 Core i3 7th Gen - (4 GB/256 GB SSD/Windows 10 Home) SP513-51 2 in 1 Laptop,4.3,"₹49,990"
166,MSI GV Series Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) GV62 7RE-2401...,4.6,"₹79,990"
167,Acer Swift 3 Ryzen 5 Quad Core - (8 GB/1 TB HDD/Windows 10 Home) SF315-41 Laptop,4.3,"₹59,999"
168,Dell Inspiron 15 3000 Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3567 Laptop,4.0,"₹32,990"
169,HP 15 APU Dual Core A6 - (4 GB/500 GB HDD/Windows 10 Home) 15q-BY003AU Laptop,4.1,"₹22,490"
170,Acer Nitro 5 Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) AN515-51 Gaming Laptop,4.5,"₹64,990"
171,HP 15 Core i3 6th Gen - (4 GB/1 TB HDD/DOS/2 GB Graphics) 15q-BU008TX Laptop,4.2,"₹32,290"
172,HP Core M 6th Gen - (4 GB/128 GB SSD/Windows 10 Pro) X2 2 in 1 Laptop,4.8,"₹59,990"
173,Dell Inspiron Core i3 6th Gen - (4 GB/1 TB HDD/Linux) 5559 Laptop,4.1,"₹29,990"
174,Lenovo Core i7 7th Gen - (16 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) IP 520 Laptop,4.2,"₹74,990"
175,Dell Vostro 15 3000 Pentium Dual Core - (4 GB/1 TB HDD/Linux) 3568 Laptop,3.8,"₹22,990"
176,Dell Vostro 15 3000 Core i5 7th Gen - (8 GB/1 TB HDD/Linux) 3568 Laptop,3.8,"₹38,990"
177,HP Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-AU628TX Laptop,4.0,"₹62,990"
178,MSI CX Core i7 7th Gen - (4 GB/1 TB HDD/DOS/2 GB Graphics) CX62 7QL Laptop,4.3,"₹47,990"
179,Lenovo Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) Yoga 520 2 in 1 Laptop,4.1,"₹60,946"
180,Lenovo Legion Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) Y520 Gaming L...,4.5,"₹92,990"
181,Dell Inspiron 5000 Core i5 7th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 5567 Laptop,4.1,"₹65,617"
182,Lenovo Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) IP 520 Laptop,4.1,"₹64,715"
183,HP Pavilion Core i5 8th Gen - (8 GB/1 TB HDD/8 GB SSD/Windows 10 Home/2 GB Graphics) 15-CC130TX Laptop,3.0,"₹58,990"
184,Acer Predator Helios 300 Core i5 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/6 GB Graphics) G...,4.7,"₹99,990"
185,HP Envy Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-ad128TU Thin and Light Laptop,4.5,"₹84,990"
186,Dell Inspiron 15 7000 Core i7 7th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics) 7577...,4.7,"₹124,990"
187,Lenovo Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) IP 520 Laptop,4.1,"₹61,990"
188,Dell Inspiron Core i3 6th Gen - (4 GB/1 TB HDD/DOS) 3567 Laptop,4.1,"₹29,990"
189,Lenovo Ideapad 100 Core i3 5th Gen - (4 GB/500 GB HDD/DOS) IP 100- 15IBD Laptop,3.9,"₹25,790"
190,HP Imprint Core i5 8th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) 15-bs179TX Laptop,4.1,"₹44,990"
191,MSI P Core i7 7th Gen - (16 GB/1 TB HDD/DOS/4 GB Graphics) PE62 7RD Gaming Laptop,4.5,"₹72,990"
192,Acer Swift 3 Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/2 GB Graphics) SF315-51G Lapt...,4.7,"₹64,990"
193,Lenovo Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) Yoga 510 2 in 1 Laptop,4.2,"₹59,089"
194,HP 15 APU Dual Core A6 - (4 GB/500 GB HDD/Windows 10 Home) 15q-BY003AU Laptop,4.1,"₹22,490"
195,Asus ZenBook Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) UX430UA-GV334T Thin and Light Laptop,4.5,"₹71,490"
196,Lenovo Ideapad Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) IP 320S-14IKB Laptop,4.0,"₹56,063"
